aiport_id,airport_name,origin_state
615,TOLUCA/LIC ADOLFO,
616,CHARLOTTESVILLE-ALBEMARLE ARPT,Virginia
617,ELKHART MUNICIPAL ARPT,Indiana
618,KINSTON REGL JETPORT,North Carolina
619,SIGONELLA,
620,MT PLEASANT MUNICIPAL ARPT,Michigan
621,LIBERAL MUNICIPAL,Kansas
622,NORFOLK REGIONAL ARPT,Nebraska
623,ESSEX COUNTY AIRPORT,New Jersey
624,DANVILLE REGIONAL ARPT,Virginia
625,COLUMBUS MUNICIPAL ARPT (NE),Nebraska
626,GUANAJUATO DEL BAJIO INTL,
627,SAN LUIS COUNTY REGIONAL ARPT,California
628,PALMDALE REGIONAL ARPT,California
629,STOCKTON METRO,California
630,GUNNISON COUNTY,Colorado
631,LLANO MUNICIPAL ARPT,Texas
632,CHARLOTTE-MONROE  EXECUTIVE ARPT,North Carolina
633,OWEN ROBERTS INTL,
634,W K KELLOGG ARPT,Michigan
635,FORT WORTH ALLIANCE,Texas
636,ALBERT WHITTED,Florida
637,STELLAR AIRPARK,Arizona
638,DESTIN-FORT WALTON BEACH ARPT,Florida
639,CALGARY INTL,Alberta
640,DELAWARE COUNTY REGIONAL ARPT,Indiana
641,YAKIMA AIR TERMINAL,Washington
642,RALEIGH EXEC JETPORT AT SANFORD-LEE CNTY ARPT,North Carolina
643,DAVID'S ARPT,Michigan
644,BUFFALO AIRFIELD ARPT,New York
645,HAWKINS FIELD ARPT,Mississippi
646,ASHE COUNTY,North Carolina
647,NORTH PLATTE REGIONAL,Nebraska
648,GATWICK - LONDON,
649,CLARK COUNTY REGIONAL ARPT (IN),Indiana
650,TIANJIN (CHINA),
651,BENITO JUAREZ INTL,
652,KENT STATE UNIVERSITY,Ohio
653,CORTEZ MUNICIPAL ARPT,Colorado
654,SANTA MARIA PUBLIC,California
655,SANTA FE MUNICIPAL,New Mexico
656,MANITOWOC COUNTY ARPT,Wisconsin
657,LAKE HAVASU CITY ARPT,Arizona
658,BARNES MUNICIPAL ARPT,Massachusetts
659,FORD ARPT,Michigan
660,PROVO MUNICIPAL ARPT,Utah
661,FOUR CORNERS REGIONAL,New Mexico
662,DELAND MUNICIPAL ARPT,Florida
663,FORBES FIELD AIRPORT,Kansas
664,H L SONNY CALLAHAN ARPT,Alabama
665,WM FAIRCHILD INTL ARPT,Washington
666,MID-DELTA REGIONAL,Mississippi
667,ANN ARBOR MUNICIPAL,Michigan
668,TSTC WACO,Texas
669,ST. CLOUD REGIONAL,Minnesota
670,FAYETTVILLE MUNICIPAL,North Carolina
671,BESSEMER ARPT,Alabama
672,BRENNER FIELD ARPT,Nebraska
673,ANNISTON METROPOLITAN ARPT,Alabama
674,COZUMEL MEXICO,
675,BLOCK ISLAND STATE,Rhode Island
676,CLEARVIEW AIRPARK,Maryland
677,MUIR ARMY AIRFIELD,Pennsylvania
678,LAKE IN THE HILLS,Illinois
679,LOUISA COUNTY ARPT/FREEMAN FLD,Virginia
680,MEADOW LAKE ARPT,Colorado
681,JOHN F KENNEDY MEMORIAL,Wisconsin
682,TYONEK ARPT,Alaska
683,PEARLAND REGIONAL ARPT,Texas
684,HURON REGIONAL ARPT,South Dakota
685,NORTH LAS VEGAS,Nevada
686,SOUTHBRIDGE MUNICIPAL ARPT,Massachusetts
687,LARAMIE REGIONAL,Wyoming
688,HAMILTON ISLAND,
689,JOHNSTON ATOLL ARPT,Prince Edward Island
690,ROSEAU MUNI ARPT/RUDY BILLBERG FLD,Minnesota
691,GAINESVILLE MUNICIPAL ARPT,Texas
692,LITCHFIELD MUNICIPAL,Illinois
693,GRIFFING SANDUSKY ARPT,Ohio
694,PUT IN BAY,Ohio
695,WALDRONAIRE ARPT,Washington
696,SANTA MONICA MUNICIPAL,California
697,GREATER KANKAKEE ARPT,Illinois
698,GREELEY-WELD COUNTY ARPT,Colorado
699,ST. GEORGE  ARPT (AK),Alaska
700,WORTHINGTON MUNICIPAL ARPT,Minnesota
701,BEAVER COUNTY ARPT,Pennsylvania
702,OHIO UNIVERSITY ARPT,Ohio
703,WINGS FIELD ARPT,Pennsylvania
704,RIVERTON REGIONAL,Wyoming
705,GILLETTE CAMPBELL CO,Wyoming
706,EDWARDS AIR FORCE BASE,California
707,EMMONAK ARPT,Alaska
708,BANGOR INTL,Maine
709,CHESTER ARPT,Connecticut
710,LYNCHBURG REGIONAL,Virginia
711,SPACE COAST REGIONAL,Florida
712,SIDNEY MUNICIPAL AR[T,Nebraska
713,PAGO PAGO INTL,Prince Edward Island
714,GNOSS FIELD ARPT,California
715,SCOTTSDALE ARPT,Arizona
716,GARDEN CITY REGIONAL,Kansas
717,INCHEON INTL,
718,PAGE MUNICIPAL,Arizona
719,MILLVILLE MUNICIPAL ARPT,New Jersey
720,ROSTRAVER,Pennsylvania
721,MCCORD FIELD ARPT,Washington
722,DYERSBURG REGIONAL ARPT,Tennessee
723,ARCATA AIRPORT,California
724,T B LETTSOME INTL,
725,ORCAS ISLAND ARPT,Washington
726,OLYMPIA ARPT,Washington
727,ATHENS/BEN EPPS ARPT,Georgia
728,FREEPORT INTL,
729,SAWYER INTL,Michigan
730,PORT-AU-PRINCE INTL,
731,BIG PINEY-MARBLETON,Wyoming
732,DEADHORSE ARPT,Alaska
733,OGDEN-HINCKLEY ARPT,Utah
734,MIDDLE BASS-EAST POINT,Ohio
735,MEADOWS FIELD ARPT,California
736,NEWTOK ARPT,Alaska
737,LT WARREN EATON ARPT,New York
738,DAVID WAYNE HOOKS MEMORIAL ARPT,Texas
739,HOUSTON-SOUTHWEST ARPT,Texas
740,MANKATO REGIONAL ARPT,Minnesota
741,PETERSBURG JAMES A JOHNSON ARPT,Alaska
742,MUSKEGON COUNTY ARPT,Michigan
743,CREVE COEUR ARPT,Missouri
744,FLAGSTAFF PULLIAM,Arizona
745,ADIRONDAK REGIONAL ARPT,New York
746,OCEAN CITY MUNICIPAL  ARPT (MD),Maryland
747,AUBURN-LEWISTON MUNICIPAL,Maine
748,CARROLL COUNTY-TOLSON ARPT,Ohio
749,MIAMI COUNTY ARPT,Kansas
750,INCIRLIK AIR BASE,
751,CAMARILLO,California
752,RYAN FIELD ARPT,Arizona
753,ORANJESTAD/REINA BEA,
754,BELIZE INTERNATIONAL ARPT,
755,MANDAN MUNICIPAL,North Dakota
756,CHICO MUNICIPAL ARPT,California
757,DUBOIS REGIONAL ARPT,Pennsylvania
758,LEESBURG EXECUTIVE ARPT,Virginia
759,PORTLAND-TROUTDALE ARPT,Oregon
760,HOUSTON MEMORIAL ARPT,Missouri
761,BARCELONA ARPT,
762,SHREVEPORT DOWNTOWN ARPT,Louisiana
763,MELVILLE HALL AIRPORT,
764,LENAWEE COUNTY ARPT,Michigan
765,DOUBLE EAGLE II ARPT,New Mexico
766,CEDAR MILLS,Texas
767,PRICE COUNTY ARPT,Wisconsin
768,HATTIESBURG-LAUREL,Mississippi
769,SOUTHERN ILLINOIS,Illinois
770,ROLLA NATIONAL ARPT,Missouri
771,RUTLAND STATE ARPT,Vermont
772,ALBERT LEA MUNICIPAL ARPT,Minnesota
773,MOUNT HAWLEY,Illinois
774,FRENCH LICK MUNICIPAL ARPT,Indiana
775,QUINCY REGIONAL ARPT - BALDWIN FLD,Illinois
776,SPRINGFIELD BECKLEY MUNICIPAL,Ohio
777,PROVIDENCIALES INTL,
778,ANDERSON REGIONAL,South Carolina
779,OCEAN REEF CLUB,Florida
780,MANSFIELD MUNICIPAL,Massachusetts
781,CHIPPEWA COUNTY INTL ARPT,Michigan
782,CHEFORNAK ARPT,Alaska
783,MARCO ISLAND ARPT,Florida
784,SALINAS MUNICIPAL ARPT,California
785,SUNDANCE AIRPARK,Oklahoma
786,HUSLIA ARPT,Alaska
787,JASPER COUNTY ARPT-BELL FIELD,Texas
788,LAWRENCE MUNICIPAL ARPT (MA),Massachusetts
789,"GUADALAJARA, MEXICO",
790,ROTA,
791,JACK MCNAMARA FLD,California
792,COLLIN COUNTY RGNL ARPT AT MCKINNEY,Texas
793,COTE D AZUR,
794,NORTHAMPTON ARPT,Massachusetts
795,FAIRMONT MUNI-FRANKMAN FLD,West Virginia
796,KONA INTL ARPT,Hawaii
797,BRANDYWINE ARPT,Pennsylvania
798,SKYHAVEN,Missouri
799,HEATHROW - LONDON,
800,WINONA MUNICIPAL ARPT,Minnesota
801,CROOKSTON MUNI ARPT-KIRKWOOD FIELD,Minnesota
802,SOUTH VALLEY REGIONAL ARPT,Utah
803,KICKAPOO DOWNTOWN ARPT,Texas
804,LAKE HOOD (SPB),Alaska
805,CLINTON COUNTY ARPT,New York
806,MADISONVILLE MUNICIPAL,Kentucky
807,MASSEY RANCH AIRPARK,Florida
808,ROBT J MILLER AIR PARK,New Jersey
809,PETER O KNIGHT ARPT,Florida
810,PALM BEACH COUNTY PARK ARPT,Florida
811,VENANGO REGIONAL,Pennsylvania
812,FRIEDMAN MEMORIAL,Idaho
813,SOUTHWEST WASHINGTON REGIONAL ARPT,Washington
814,RIVERSIDE MUNICIPAL ARPT,California
815,ISLESBORO,Maine
816,IOWA FALLS MUNICIPAL ARPT,Iowa
817,FELTS FIELD ARPT,Washington
818,DENTON MUNICIPAL ARPT,Texas
819,MARIANNA MUNICIPAL ARPT,Florida
820,COLOGNE-BONN,
821,MCCOOK MUNICIPAL ARPT,Nebraska
822,KANSAI INTL,
823,BAIYUN AIRPORT,
824,HANCOCK COUNTY-BAR HARBOR,Maine
825,FERGUS FALLS MUNICIPAL ARPT,Minnesota
826,ANKENY REGIONAL,Iowa
827,BAUDETTE INTL ARPT,Minnesota
828,DALLAS EXECUTIVE ARPT,Texas
829,MURFREESBORO MUNICIPAL ARPT,Tennessee
830,SPRINGERVILLE MUNICIPAL,Arizona
831,LAUGHLIN BULLHEAD INTL,Arizona
832,UNIV OF OKLAHOMA WESTHEIMER ARPT,Oklahoma
833,TREVISO ARPT,
834,OGDENSBURG INTL ARPT,New York
835,PINE MOUNTAIN LAKE ARPT,California
836,VIRACOPOS-CAMPINAS INTL ARPT,
837,FRONT RANGE ARPT,Colorado
838,HARTFORD-BRAINARD ARPT,Connecticut
839,FRANKLIN FIELD ARPT,California
840,MUNICH INTL ARPT,
841,BOMBAY/MUMBAI,
842,PETER PRINCE FIELD ARPT,Florida
843,WEST BRANCH COMMUNITY ARPT,Michigan
844,KINGMAN,Arizona
845,HONG KONG INTL,
846,FERIHEGY ARPT,
847,MALMO-STURUP ARPT,
848,PONCA CITY MUNICIPAL ARPT,Oklahoma
849,KNOXVILLE DOWNTOWN ISLAND ARPT,Tennessee
850,ONA AIRPARK ARPT,West Virginia
851,DANIEL FIELD ARPT,Georgia
852,DOVER AIR FORCE BASE,Delaware
853,JOHN H BATTEN ARPT,Wisconsin
854,BERMUDA DUNES ARPT,California
855,MASON CITY MUNICIPAL,Iowa
856,TONCONTIN INTL,
857,VALENCIA AIRPORT,
858,KENAI MUNICIPAL ARPT,Alaska
859,GENERAL IGNACIO P GARCIA INTL,
860,SUBIC BAY INTL,
861,SUNRIVER,Oregon
862,ST. LUCIA-VIGIE,
863,CHANDLER MUNICIPAL ARPT,Arizona
864,JEFFERSON COUNTY INTL,Washington
865,MADISON COUNTY ARPT,Ohio
866,NEWARK-HEATH ARPT,Ohio
867,DODGE CITY REGIONAL ARPT,Kansas
868,PALO ALTO ARPT OF SANTA CLARA COUNTY,California
869,GRATIOT COMMUNITY,Michigan
870,LEIPZIG-HALLE,
871,NORTHERN MAINE REGIONAL,Maine
872,GREENWOOD LAKE ARPT,New Jersey
873,HAYS REGIONAL,Kansas
874,CUSTER ARPT,Michigan
875,VIENNA INTL,
876,M GRAHAM CLARK - TANEY COUNTY ARPT,Missouri
877,RAMONA ARPT,California
878,KILLEEN/FT HOOD REGIONAL,Texas
879,RICHARD I BONG ARPT,Wisconsin
880,TRIPLE W ARPT,North Carolina
881,WINSTON FIELD ARPT,Texas
882,EDWARD F KNAPP STATE ARPT,Vermont
883,LEESBURG INTL ARPT,Florida
884,ANIMAS AIR PARK,Colorado
885,LAKE CITY MUNICIPAL ARPT,Florida
886,CRYSTAL ARPT,Minnesota
887,FRANKFURT MAIN,
888,ST GEORGE MUNICIPAL ARPT,Utah
889,SOLDOTNA AIRPORT,Alaska
890,GILLESPIE COUNTY,Texas
891,MARCH ARB ARPT,California
892,HENRI COANDA INTL ARPT,
893,BROOKS COUNTY,Texas
894,FARMINGTON REGIONAL,Missouri
895,MIDDLE PENINSULA REGIONAL ARPT,Virginia
896,CLAYTON COUNTY ARPT- TARA FIELD,Georgia
897,PATUXENT RIVER NAS,Maryland
898,PENANG INTL,
899,GENESEE COUNTY ARPT,New York
900,GRANTLEY ADAMS BARBA,
901,WASHINGTON COUNTY,Pennsylvania
902,STANSTEAD-LONDON,
903,ANDREWS AIR FORCE BASE,Maryland
904,FLAGLER COUNTY ARPT,Florida
905,GUARULHOS INTL,
906,BERT MOONEY,Montana
907,DICKINSON-THEODORE ROOSEVELT RGNL,North Dakota
908,JOSE MARIA CORDOVE ARPT,
909,FESTUS MEMORIAL ARPT,Missouri
910,STUTTGART GERMANY,
911,PERRY COUNTY MUNICIPAL,Indiana
912,EASTERN OREGON REGIONAL ARPT,Oregon
913,DAKAY-YOFF-LEOPOLD SEDAR SENGHOR,
914,GLENDALE MUNICIPAL ARPT,Arizona
915,FOWLER ARPT,Colorado
916,HEBER CITY MUNICIPAL,Utah
917,PEARSON FIELD ARPT,Washington
918,NORTH PALM BEACH CNTY GEN AVTN,Florida
919,RIYAHD AIR BASE,
920,LAWRENCE J TIMMERMAN ARPT,Wisconsin
921,BOLINGBROOKS CLOW INTL,Illinois
922,UGNU-KUPARUK ARPT,Alaska
923,WASHINGTON COUNTY MEMORIAL,Kansas
924,NOME ARPT,Alaska
925,SOUTHEAST TEXAS REGIONAL ARPT,Texas
926,MILLINGTON REGIONAL JETPORT ARPT,Tennessee
927,DONALDSON CENTER ARPT,South Carolina
928,CORDOVA MUNICIPAL ARPT,Alaska
929,LIVINGSTON COUNTY SPENCER J HARDY,Michigan
930,SCOTT AFB/MIDAMERICA,Illinois
931,KIRKSVILLE REGIONAL,Missouri
932,FORT COLLINS-LOVELAND,Colorado
933,SAN PEDRO SULA LA MESA,
934,HOMER ARPT,Alaska
935,VALKARIA,Florida
936,HANA ARPT,Hawaii
937,SEBRING REGIONAL ARPT,Florida
938,BAHRAIN INTL,
939,HENDERSON CITY-COUNTY ARPT,Kentucky
940,CHADRON MUNICIPAL ARPT,Nebraska
941,NEW BEDFORD REGIONAL ARPT,Massachusetts
942,KIPNUK ARPT,Alaska
943,RAS TANAJIB,
944,FREDERICK MUNICIPAL ARPT,Maryland
945,GRIFFISS INTL,New York
946,MANISTEE COUNTY-BLACKER ARPT,Michigan
947,MAGNOLIA MUNICIPAL,Arkansas
948,ROCK HILL (YORK CO) BRYANT FLD,South Carolina
949,MC GUIRE AIR FORCE BASE,New Jersey
950,MURTALA MUHAMMED,
951,NIAGARA FALLS INTL,New York
952,LA CHINITA INTL,
953,MCCONNELL AIR FORCE BASE,Kansas
954,SAN SALVADOR INTL,
955,KIT CARSON COUNTY,Colorado
956,TRAVIS AIR FORCE BASE,California
957,DOHA INTL,
958,WATERTOWN,South Dakota
959,NEW SMYRNA BEACH MUNICIPAL ARPT,Florida
960,BRITTON MUNICIPAL ARPT SD,South Dakota
961,LOGAN-CACHE ARPT,Utah
962,ARLINGTON MUNICIPAL ARPT (TX),Washington
963,VISALIA MUNICIPAL ARPT,California
964,PHILIP BILLARD MUNICIPAL ARPT,Kansas
965,MARSHFIELD MUNI/G HARLOW FLD,Massachusetts
966,RUSSELLVILLE REGIONAL ARPT,Arkansas
967,COLES COUNTY MEMORIAL ARPT,Illinois
968,HARVEY FIELD,Washington
969,ZAMPERINI FIELD ARPT,California
970,POPLAR BLUFF MUNICIPAL,Missouri
971,WAYNESVILLE-ST ROBERT REGIONAL FORNEY FIELD,Missouri
972,HERNANDO COUNTY,Florida
973,NEWPORT STATE ARPT,Rhode Island
974,VANDENBERG ARPT,Florida
975,ENTERPRISE MUNICIPAL ARPT,Oregon
976,PROVINCETOWN MUNICIPAL ARPT,Massachusetts
977,HIGGINSVILLE INDUSTRIAL MUNICIPAL ARPT,Missouri
978,NORTH TEXAS REGIONAL ARPT,Texas
979,NEVADA COUNTY AIR PARK,California
980,HOMESTEAD AIR RESERVE BASE,Florida
981,SOUTHEAST IOWA REGIONAL ARPT,Iowa
982,CLAREMONT MUNICIPAL ARPT,New Hampshire
983,ONTARIO MUNICIPAL ARPT,Oregon
984,ELEFTHERIOS VENIZELOS INTL,
985,OPA-LOCKA EXECUTIVE ARPT,Florida
986,CRAIG MUNICIPAL ARPT,Florida
987,WILEY POST-WILL ROGERS MEM,Alaska
988,LEE'S SUMMIT MUNICIPAL ARPT,Missouri
989,WARSAW MUNICIPAL (IN),Indiana
990,ALPENA COUNTY REG,Michigan
991,POMPANO BEACH AIRPARK,Florida
992,ODESSA-SCHLEMEYER FIELD ARPT,Texas
993,ALLIANCE MUNICIPAL ARPT,Nebraska
994,GRANITE FALLS MUNICIPAL ARPT,Minnesota
995,WASHINGTON EXECUTIVE ARPT HYDE FIELD,Maryland
996,LEA COUNTY REGIONAL ARPT,New Mexico
997,OTTAWA/MACDONALD-CARTIER INTL,Ontario
998,GREAT BENT MUNICIPAL,Kansas
999,DELPHI MUNICIPAL ARPT,Indiana
1000,CANYONLANDS FIELD,Utah
1001,BRAZORIA COUNTY ARPT,Texas
1002,VANCE BRAND ARPT,Colorado
1003,MARCO POLO INTL,
1004,STILLWATER REGIONAL ARPT,Oklahoma
1005,BOLIVAR MUNICIPAL ARPT,Missouri
1006,JOHNSTOWN-CAMBRIA,Pennsylvania
1007,SHOW LOW REGIONAL ARPT,Arizona
1008,BALDWIN COUNTY ARPT,Georgia
1009,KALAUPAPA ARPT,Hawaii
1010,MERCED MUNICIPAL,California
1011,NEWTON CITY/COUNTY ARPT,Kansas
1012,PELLSTON REGIONAL,Michigan
1013,SPRINGDALE MUNICIPAL ARPT,Arkansas
1014,BRUNSWICK GOLDEN ISLES,Georgia
1015,SHALZ FIELD ARPT,Kansas
1016,DILLINGHAM ARPT,Alaska
1017,MESQUITE METRO ARPT,Texas
1018,FRANK WILEY FIELD ARPT,Montana
1019,GILLESPIE FIELD ARPT,California
1020,DELAWARE AIRPARK,Delaware
1021,VICKSBURG TALLULAH REGIONAL ARPT,Mississippi
1022,WARREN FIELD ARPT,North Carolina
1023,IXTAPA-ZIHUATENEJO,
1024,WAUKESHA COUNTY ARPT,Wisconsin
1025,MOUNT AIRY/SURRY COUNTY ARPT,North Carolina
1026,GENERAL WM J FOX AIRFIELD,California
1027,ROWAN COUNTY ARPT,North Carolina
1028,CINCINNATI-BLUE ASH ARPT,Ohio
1029,WATERTOWN MUNICIPAL ARPT,Wisconsin
1030,CEDAR CITY REGIONAL,Utah
1031,POTSDAM MUNICIPAL ARPT,New York
1032,AUBURN-OPELIKA RG PITTS,Alabama
1033,SCAMMON BAY AIRPORT,Alaska
1034,GEORGETOWN MUNICIPAL ARPT,Texas
1035,GALEAO INTL (RIO),
1036,SASKATOON/JOHN G. DIEFENBAKER INTL,Saskatchewan
1037,SHELL LAKE MUNICIPAL ARPT,Wisconsin
1038,DEVILS LAKE REGIONAL ARPT,North Dakota
1039,GWINNER-ROGER MELROE FIELD ARPT,North Dakota
1040,SIDNEY-RICHLAND MUNICIPAL ARPT,Montana
1041,NORTHWEST FLORIDA BEACHES INTL,Florida
1042,BOLINDER FIELD - TOOELE VALLEY ARPT,Utah
1043,PRINCEVILLE ARPT,Hawaii
1044,CHEVRON USA INC SEAPLANE BASE,Louisiana
1045,LAWRENCE MUNICIPAL  ARPT (KS),Kansas
1046,TULIP CITY ARPT,Michigan
1047,KNOX COUNTY REGIONAL,Maine
1048,GEORGE M BRYAN ARPT,Mississippi
1049,HARRISON COUNTY ARPT,Texas
1050,HAVRE CITY-COUNTY ARPT,Montana
1051,YAZOO COUNTY ARPT,Mississippi
1052,EAGLE COUNTY REGIONAL,Colorado
1053,STENNIS INTL ARPT,Mississippi
1054,PAUL C MILLER-SPARTA ARPT,Michigan
1055,MC KELLER FLD ARPT,Tennessee
1056,PITT-GREENVILLE ARPT,North Carolina
1057,DARE COUNTY REGIONAL ARPT,North Carolina
1058,SHENZHEN,
1059,TRACY MUNICIPAL ARPT,California
1060,HARDY-ANDERS FLD NATCHEZ-ADAMS CNTY,Mississippi
1061,GLACIER PARK INTL,Montana
1062,DUBLIN INTL ARPT,
1063,WAUPACA MUNICIPAL ARPT,Wisconsin
1064,NORMAN MANLEY INTL,
1065,COLUMBIA GORGE REGIONAL ARPT,Oregon
1066,VICTORIA INTL,British Columbia
1067,CORPUS CHRISTI NAS/TRUAX FIELD,Texas
1068,IMMOKALEE REGIONAL ARPT,Florida
1069,CHAUTAUQUA COUNTY/JAMESTOWN ARPT,New York
1070,ANIAK AIRPORT,Alaska
1071,SHANNON INTL,
1072,WATERTOWN INTL ARPT,New York
1073,GENERAL RAFAEL BUELNA INTL,
1074,DAVIS MONTHAN AIR FORCE BASE,Arizona
1075,SHERIDAN COUNTY ARPT,Wyoming
1076,BASEL-MULHOUSE-FREIBURG,
1077,PALMYRA (COOPER) AIRPORT,Prince Edward Island
1078,KENTMORR AIRPARK,Maryland
1079,EAGLE CREEK AIRPARK,Indiana
1080,MALAGA ARPT,
1081,GENERAL ROBERTO FIERRO VILLALOBOS INTL,
1082,RICHLAND ARPT,Washington
1083,ZURICH,
1084,GUSTAVO ROJAS PINILLA INTL ARPT,
1085,BOB SIKES ARPT,Florida
1086,V C BIRD INTL ARPT,
1087,BOULDER CITY MUNICIPAL ARPT,Nevada
1088,UKIAH MUNICIPAL ARPT,California
1089,WEST PLAINS REGIONAL ARPT,Missouri
1090,TUNICA MUNI ARPT,Mississippi
1091,RAMSTEIN AIR FORCE BASE,
1092,THE FLORIDA KEYS MARATHON,Florida
1093,NORTH BIG HORN COUNTY ARPT,Wyoming
1094,MACKINAC COUNTY ARPT,Michigan
1095,HUTCHINSON MUNICIPAL,Kansas
1096,DELAWARE MUNICIPAL ARPT,Ohio
1097,GALILEO GALILEI ARPT,
1098,MEFFORD FIELD ARPT,California
1099,CRAWFORDSVILLE MUNI ARPT,Indiana
1100,HICKORY REGIONAL ARPT,North Carolina
1101,QUINN FIELD ARPT,Nebraska
1102,MONTREAL INTL (MIRABEL),Quebec
1103,PORT GRAHAM ARPT,Alaska
1104,MARANA REGIONAL ARPT,Arizona
1105,MERRIT ISLAND ARPT,Florida
1106,GRAYSON COUNTY ARPT,Kentucky
1107,LAKE PALOURDE BASE HELIPORT,Louisiana
1108,CULPEPER REGIONAL ARPT,Virginia
1109,PRINCESS JULIANA,
