record_id,aircraft_id,airport_id
221345,1,68
218762,39,259
220093,1,69
224713,1,268
221267,1,62
221621,151,50
218043,61,269
224062,192,95
216902,12,67
215395,43,147
215039,162,30
219438,63,186
218479,7,15
216922,19,224
222003,63,270
218833,1,238
218745,9,268
223016,192,106
220133,192,91
222809,66,11
225318,162,108
218296,9,100
218297,22,271
221326,1,69
221853,198,272
222317,235,273
221852,235,28
221193,143,118
222096,151,74
223241,9,274
218741,110,72
221746,192,120
218957,1,24
223579,155,66
222569,4,33
222371,231,161
216932,170,130
222132,78,14
221550,2,8
222731,170,261
220714,14,76
224243,170,151
219886,22,60
220365,117,275
222811,1,28
226117,1,276
218695,6,8
221598,16,193
221696,1,12
221382,153,28
222639,63,130
226951,198,277
226387,35,1
223119,57,100
220423,66,1
223401,9,278
226657,7,47
219037,48,91
218061,19,279
223448,2,0
223057,9,45
223043,16,95
219084,1,280
222368,199,72
225129,9,124
225130,1,211
220712,153,28
220735,1,22
220772,192,15
224331,1,72
226459,1,208
222369,143,46
220542,2,124
222169,1,124
224826,12,20
224292,7,39
216810,6,30
225829,34,59
226760,9,142
223921,1,76
212817,43,59
222854,7,94
217990,39,67
219460,6,135
221970,66,178
223589,1,10
224352,143,60
220009,81,62
224047,1,268
223849,170,59
218307,39,281
220115,170,22
222799,170,22
226883,63,1
222609,1,118
221081,22,282
221227,63,283
221592,26,76
226960,22,284
216238,25,181
217184,1,30
223717,19,108
218100,35,156
223519,61,263
214756,43,79
222109,4,118
223498,19,15
223590,87,161
223625,192,51
222072,1,131
226922,1,8
219917,9,285
223173,17,15
223682,192,286
223203,166,235
225413,22,162
222735,48,91
222385,4,91
221457,9,55
224017,22,18
223371,1,91
227442,9,203
221242,282,161
223141,19,108
218331,43,14
226830,43,1
224971,143,47
218300,282,161
224451,12,16
223193,39,281
249993,16,94
224622,6,178
224776,7,15
221930,9,25
219392,22,287
218775,1,27
224135,43,57
220605,143,3
223052,1,51
222439,170,120
224169,16,62
217762,4,288
221806,6,107
225123,2,1
221695,132,1
224998,110,289
221808,1,57
223249,9,112
227200,43,15
225948,45,15
224718,1,57
225522,19,22
224831,143,57
221313,192,51
222229,1,112
222074,1,289
224775,7,14
222106,1,263
227189,2,124
222577,43,1
220912,6,1
226571,192,25
219864,23,178
221084,174,7
222662,43,189
220196,170,134
223201,192,51
223720,162,231
226203,192,127
226127,7,15
224526,48,91
225487,9,91
224159,26,34
218168,192,39
218455,143,134
220583,192,106
222449,192,15
225420,132,134
222472,9,290
225601,1,34
229225,61,80
226939,170,291
229042,192,95
221235,23,107
224764,4,34
222613,1,30
220494,143,107
220905,192,124
226436,48,106
225023,1,30
227076,43,120
226314,43,120
219974,235,58
222871,12,92
226911,192,106
219822,162,106
222235,132,106
225462,12,16
229899,110,292
228751,7,106
226767,39,293
223333,30,132
218338,9,7
226437,158,10
227649,43,42
228177,19,215
223951,1,7
221959,4,99
219279,282,91
217237,49,18
220278,30,60
223547,1,49
226651,79,294
224370,1,107
223543,6,47
224078,63,135
219923,3,295
227032,1,88
221529,282,2
222882,48,296
222559,17,238
223780,19,123
226478,79,67
224945,192,106
225455,9,0
222461,35,110
229508,6,7
226697,198,278
227396,41,88
228633,143,91
227026,7,184
223588,6,297
229549,248,282
220635,4,49
228243,143,30
223615,4,49
221280,192,20
223254,1,298
217828,1,43
226241,155,14
229015,192,28
223150,48,299
225275,22,58
222324,1,34
221562,43,42
224088,6,34
226543,3,39
220225,155,120
230144,39,300
221789,56,46
231309,6,4
224639,16,146
225622,170,12
223728,282,166
224386,192,0
229116,155,301
221678,214,302
228731,9,203
224966,9,303
223803,3,304
226970,30,305
225156,120,58
228104,63,38
222795,19,33
222536,39,85
225967,1,39
227450,1,25
224380,192,59
228318,22,56
227977,7,47
228459,1,85
227722,192,250
221400,192,39
221608,216,1
226449,16,14
228901,63,225
224385,81,244
224035,40,266
222893,1,43
227087,192,18
227786,40,107
223247,43,14
222864,9,91
225267,26,106
228444,158,28
227862,31,306
221629,195,178
227816,132,197
224739,1,69
228504,1,307
223308,192,51
221421,2,1
220242,192,37
227213,216,1
226539,39,174
227866,34,14
225809,192,3
224398,44,308
225474,2,51
228856,9,43
226450,1,309
232471,9,90
233167,41,67
225155,63,268
224522,43,106
227099,1,152
226286,132,197
228445,216,37
228315,49,310
223873,22,56
227475,6,178
229952,1,266
226011,7,15
225219,214,81
225926,34,311
229400,2,106
233109,192,106
227110,9,7
224038,268,12
231326,9,92
226430,19,11
225020,231,46
227424,192,67
227179,153,28
223296,1,20
229207,22,28
228594,1,115
223725,79,12
227373,192,123
228019,2,90
230550,154,312
230415,214,69
228631,35,132
227157,9,43
223709,170,198
223704,34,91
223871,9,27
226312,39,132
226755,1,108
231784,31,209
227511,39,0
229620,1,268
230408,9,92
230001,63,92
226231,4,43
227623,1,43
225532,9,43
222832,138,313
228481,19,22
228215,170,0
227404,214,69
230389,22,46
229670,7,181
230883,110,314
226100,7,108
229401,49,81
229941,41,137
223840,9,315
227518,39,27
231685,18,130
230049,1,28
223530,120,91
226293,282,202
225815,192,18
227996,1,316
226221,205,28
226930,41,90
226848,192,67
228246,9,61
224623,12,317
232106,19,62
230584,132,79
228828,4,11
227585,6,262
228918,63,45
228742,39,81
224987,192,15
228214,39,318
232412,9,7
229189,1,27
231938,49,319
229136,174,103
233006,2,1
230362,7,67
232468,192,15
225463,19,15
230895,1,99
225899,94,320
222499,66,11
228847,192,10
228259,66,321
232001,40,322
225071,1,12
227387,192,39
226301,39,60
230000,39,81
232417,162,99
229233,63,100
225980,43,60
231201,12,308
227064,7,147
230796,155,112
228248,9,43
227499,198,323
230438,1,324
232400,7,105
221831,9,15
230894,192,51
230855,231,200
232271,235,51
225668,35,97
228975,235,161
230140,1,91
231349,155,112
226641,1,202
230325,9,112
229240,118,325
222401,1,326
232857,35,99
222379,4,15
231060,4,27
230747,172,56
229824,1,327
225253,25,15
230509,4,43
229985,162,102
228966,43,51
226842,9,43
229691,4,22
233175,79,275
232103,214,81
229013,61,328
230826,4,329
230386,1,59
228855,132,288
229789,25,95
227758,26,22
233270,22,43
225514,192,124
230665,18,66
231063,131,120
234913,192,278
232769,2,118
230122,81,63
228629,170,217
228549,216,1
228282,6,107
230499,6,91
224475,2,11
235394,1,30
232249,49,330
231850,2,0
232431,2,15
223080,1,193
229213,216,1
228313,143,7
232289,35,43
227872,45,18
231498,158,272
227173,35,33
227707,66,34
232841,48,60
230871,198,137
231674,12,1
225506,216,123
230306,131,42
229949,1,107
231034,19,28
230704,45,14
229666,132,34
234267,43,76
231682,31,291
231409,2,0
229339,4,92
234156,66,331
227309,2,106
232609,9,244
233887,79,224
227695,61,12
235015,12,15
233098,4,147
229037,2,49
230395,7,106
238165,87,332
226462,192,20
229514,192,106
227284,174,333
229500,192,10
223749,12,20
227233,132,60
234299,39,315
233877,4,39
233141,12,20
231501,1,106
222129,6,106
234922,48,334
230648,43,0
232062,1,30
230957,132,14
235917,1,266
232397,12,178
232994,19,284
228667,45,124
232761,16,127
234397,174,167
226080,22,56
233781,199,161
233272,198,272
233721,30,136
234010,143,10
234738,7,33
233239,155,207
230623,9,60
230444,43,60
233480,192,90
228905,25,46
233288,12,8
233087,7,45
236010,45,43
232543,192,18
235950,192,11
231200,1,20
231665,7,123
232485,22,33
233206,7,30
232906,4,34
229673,9,284
230118,7,58
231473,143,118
231472,235,144
234595,45,162
235386,162,67
233639,43,193
235908,192,123
235193,235,58
229109,216,84
230468,7,123
229922,7,18
234287,1,93
229988,16,127
230290,7,10
230136,6,228
234149,9,43
226944,192,106
230029,9,25
228709,282,161
234493,19,30
229757,9,335
234849,192,18
229804,158,161
236732,132,11
230117,192,91
236384,3,304
228684,41,15
231119,9,224
234417,162,22
236056,12,15
232711,1,1
230345,132,124
228090,80,288
234800,6,30
232556,1,28
233660,63,92
233830,9,92
233460,9,43
232463,10,336
231902,6,118
236102,174,49
233430,30,105
232535,7,198
228084,43,123
228805,192,284
235493,61,337
231963,192,39
236307,79,338
232153,56,339
234037,63,133
230911,213,215
234198,213,215
234306,216,112
235300,63,259
235476,1,150
233711,1,127
231967,16,127
234213,1,28
235819,7,134
230418,43,106
232620,118,161
236228,162,33
235204,153,114
235579,19,340
235353,41,336
239036,69,341
233936,155,207
236791,9,103
235940,192,30
228400,1,60
231314,6,342
233361,39,343
228567,6,344
236966,19,215
229351,155,301
232151,12,67
232383,7,198
232758,195,107
234350,1,28
229540,19,33
236797,192,124
232619,1,345
231966,25,46
239157,79,346
234228,9,198
234026,12,213
235403,199,74
233777,63,37
232655,9,198
235233,39,263
237849,35,47
236551,9,347
235707,39,263
236138,39,0
233511,1,227
227384,59,120
238452,9,211
238285,81,114
234496,61,263
236004,7,134
237441,39,263
234015,19,193
234146,120,150
233385,61,263
229036,216,67
235213,4,1
238164,7,105
230530,61,338
235508,7,124
238155,192,4
234053,1,55
237404,78,348
233170,1,22
234867,1,336
232782,170,107
238481,7,67
234257,172,349
235756,19,124
234523,35,38
236731,6,51
242634,45,132
237305,214,31
234394,23,350
234599,7,15
235705,192,15
234757,9,33
236677,39,213
232506,1,107
240685,43,112
232076,25,67
238186,6,107
231020,1,351
239132,198,22
237318,7,0
234113,153,209
233622,12,15
233746,6,22
238587,25,51
232294,9,91
233487,193,18
238601,235,307
235448,39,85
237729,2,1
236545,1,74
235892,192,278
231113,1,158
235428,1,96
230181,9,225
236698,3,9
235137,25,352
235966,1,128
238625,19,124
234999,35,108
236336,9,117
237301,235,99
232676,25,30
236747,4,67
236961,9,38
236024,132,228
237718,9,203
238182,103,260
235293,12,15
233927,25,46
238305,31,110
239101,9,95
236955,143,46
238238,1,46
241244,1,94
236620,25,1
236112,162,135
237884,153,264
236007,7,15
234618,43,268
232034,45,110
237659,104,353
237520,2,94
237071,165,56
237036,155,45
236754,9,130
236362,2,211
236080,1,11
231248,1,8
236544,1,134
233607,25,118
238864,6,30
238093,30,354
240446,9,245
235901,22,134
236769,192,106
233520,198,272
237931,162,147
235018,35,108
242631,39,108
234977,158,72
238743,19,290
234201,6,22
238558,4,1
238119,59,11
233085,9,7
235381,1,178
231260,23,266
234720,23,266
236028,49,355
235727,198,356
236175,2,0
238372,193,74
238179,9,61
239804,143,178
232547,9,27
235574,19,27
232185,59,0
240601,19,27
233267,22,14
238551,9,43
235152,1,81
238961,213,54
236814,158,50
236901,31,357
238162,63,122
238986,25,96
239979,162,108
237216,19,43
234677,43,94
240134,9,7
234889,59,93
237854,165,282
232132,216,1
235766,4,34
237101,59,93
241773,59,93
241036,2,1
235462,162,58
241704,59,112
235634,7,189
235592,198,74
241462,43,59
236066,1,346
235319,155,184
239277,35,1
235271,216,15
236767,9,358
240813,80,60
237727,63,133
236084,35,190
242244,37,359
241430,1,128
233057,6,25
236997,2,1
233148,1,112
240647,7,20
242632,9,20
237710,1,332
235242,43,117
239526,19,0
235062,235,51
239749,7,106
241614,1,20
238217,266,166
241128,30,360
237123,155,106
235625,192,106
237298,170,1
237307,7,106
239095,7,117
232371,1,361
235148,22,56
241544,120,150
236721,25,152
238638,22,43
239509,6,362
235272,1,107
236759,63,133
241961,48,106
243464,162,117
235045,192,106
241173,80,106
238989,7,134
241747,9,270
239065,1,91
233327,19,1
236730,192,39
238499,170,118
238384,48,34
236289,35,91
236314,2,91
235986,16,117
237050,162,46
234045,153,315
238494,6,91
233229,7,18
240020,12,16
239136,18,14
239014,30,12
239423,39,327
240361,9,91
240488,19,0
243656,9,91
243655,6,91
241414,9,34
242285,4,91
237111,1,284
237863,216,1
239339,6,107
237776,1,11
239435,192,49
238802,104,57
237918,7,39
236920,16,0
239887,1,178
233588,6,59
245272,66,11
240105,43,18
238195,4,47
236910,16,250
238424,5,363
239585,43,57
236311,9,34
239018,162,120
238483,6,34
237809,35,77
242337,9,37
239739,6,118
240809,63,364
239109,6,97
242153,12,211
239472,2,197
235144,12,213
237468,19,250
236661,63,365
239161,35,94
238917,19,270
239687,16,58
238715,1,47
239312,6,46
238363,48,34
240934,9,60
242291,25,11
238456,9,8
247234,154,221
240274,198,50
243343,282,74
239216,66,366
239771,1,207
236200,192,47
235649,193,127
241442,1,107
239745,6,367
241738,43,128
241395,170,156
235922,7,137
241984,43,60
239290,12,137
241643,12,37
242864,9,27
239879,19,57
239181,35,368
240611,6,8
203666,9,97
235945,1,8
241890,9,51
244077,12,140
239599,9,43
243709,9,91
236250,1,114
238328,43,170
239414,9,91
241996,23,49
234034,9,91
242920,143,8
235083,9,91
234369,6,1
243468,138,55
243980,192,94
242718,19,142
241111,43,60
233389,1,4
240504,192,127
238411,43,112
237084,97,7
239939,7,18
237784,43,8
241008,25,46
244167,9,51
238056,25,46
238596,14,279
240019,35,43
240517,5,39
242427,1,336
243940,19,270
237314,7,105
248201,30,105
241461,143,51
239993,30,369
241373,158,50
237969,9,34
243657,30,105
242985,7,137
238785,1,68
242799,19,186
244018,9,203
236392,162,34
244417,1,37
244418,1,76
241403,165,282
241296,216,1
241804,19,340
237184,16,58
241338,9,347
241500,8,262
239988,57,370
235084,248,161
236178,192,59
242909,162,30
245167,192,106
244400,39,371
245742,1,372
240170,1,373
236995,7,120
243203,1,374
239421,12,317
241891,1,74
241314,35,22
240549,174,188
240964,143,375
242056,7,22
237032,9,359
245106,9,34
244859,1,273
242201,25,150
238029,1,198
243503,78,336
244874,30,59
245501,198,337
241298,19,76
240595,19,46
242529,1,336
239608,151,54
236639,40,376
241215,43,59
240713,43,45
243563,170,147
201144,30,212
240125,9,238
235941,155,84
244162,4,118
244520,170,43
239250,1,12
235728,81,12
241550,235,12
244606,170,12
238798,9,43
237641,19,46
242282,9,92
243175,45,44
244714,9,59
242973,9,270
244089,9,110
243140,9,91
242157,9,91
236256,78,93
243966,9,370
240357,9,30
241659,9,313
233808,9,377
242364,170,93
247180,9,42
236640,1,363
202704,268,310
200987,30,33
202364,30,91
237720,198,336
245572,192,15
241582,9,147
238193,1,378
245159,9,278
244835,35,108
243190,110,225
243609,1,162
239927,12,30
242976,19,146
244215,235,361
239451,9,43
242039,7,137
243424,7,123
241691,39,379
241666,45,190
245271,6,41
240107,9,91
238462,1,30
241838,7,127
239704,158,380
243243,43,108
241169,45,110
242134,16,123
236951,57,44
243347,9,91
244864,43,11
242446,63,180
246042,5,37
241194,9,203
240986,43,91
241604,19,100
240006,9,11
241952,6,46
242940,268,337
238756,1,46
240733,143,46
239794,155,51
241171,66,11
245687,192,108
240761,1,46
244432,81,151
245582,22,49
245691,6,381
241557,48,152
240856,192,95
245315,120,261
245340,35,11
240384,192,95
240383,192,10
245540,12,27
243964,7,30
240593,25,382
245454,5,124
242797,282,62
242171,1,383
244929,120,47
240268,110,384
242200,43,37
245201,17,37
240646,168,385
240389,1,57
242395,81,57
248425,213,386
242027,1,387
241938,58,298
246388,39,388
244911,172,46
243801,80,34
245129,63,49
242371,192,10
244112,6,55
242780,12,27
245471,9,8
244798,19,11
245668,63,14
244797,2,10
242462,170,147
241733,22,16
244224,9,55
238719,155,184
245331,154,248
239784,6,107
241310,35,11
248326,192,211
239701,35,11
247283,7,211
243121,43,51
244295,1,238
243579,43,91
245807,192,67
246267,1,272
246819,9,242
247066,6,313
250453,132,112
246372,19,88
246616,155,42
246373,1,359
246374,19,112
243108,19,18
245661,4,91
244277,6,1
246884,12,16
246869,1,8
242247,192,95
246007,1,107
246566,9,34
243566,43,112
246194,192,59
244442,35,60
249437,192,117
241622,132,1
246057,9,91
239236,1,17
245110,6,91
243118,81,110
244464,198,389
244552,1,363
244037,282,59
